token,age,sex_name,onbo_complete,install_type,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
5d3534ae37a5cc194df199ee021cd4405f424aae6f5145a7e26bdd578c3bda84,35,女性,2018-04,Organic,20,4,191,471,266,17
b67df46a8fbfd2d1799592ed44f3d0e41e0904c4645fd48b808ddec9613cb68b,36,女性,2018-04,Organic,14,3,94,435,26,9
44196fac35a2d6478b78571038df50d5cbe51a6f25bcfa56b7cb08920d098939,56,男性,2018-04,Organic,28,6,243,0,7,0
9c2470acdc5ecb85948f5b97f9c91a4064c031ccb3b6b601bcfb150e07be2cb1,41,女性,2018-05,applovin_int,27,6,441,441,1577,18
29b36a32b05109350a14ba4049bf1f34d8bf11c71e532168d103533cefb2717e,44,女性,2018-06,Organic,5,2,5,325,0,19
c565677a70be290ce7cb455e0ba7ed8a34344b4a2a1866bfe5232ff56db2942c,24,女性,2018-06,Organic,7,3,97,367,61,12
25f0f493eab1aecd9b158cf4afdff530aded45642d3e44c4cda36772ae7cf2df,47,男性,2018-06,googleadwords_int,19,5,355,672,52,0
2e4467ee653b6564179ce07453efe95d28d8d0f6f90ef70dedca0c8175b55aab,57,女性,2018-06,adcolony_int,10,3,34,305,77,0
ca246ce17cb28e096fb87f746f9c3565f914b44aca1b6be1cba86cc2c2d14e86,37,女性,2018-07,Organic,25,6,12,145,1,14
e0d371f99a9b36cac55f8478bd4b8c44a9751f6589fb190b8b7911dbfd83c1b5,34,女性,2018-07,applovin_int,27,6,126,408,58,14
50294765ba994ad41a394250e032893eb9977d78cc974fd74694ffd0a812a58d,26,女性,2018-07,Organic,18,4,247,385,215,14
c5c9d9a5027e61bd9490b698e2763a2e3c0a88c68939e75db23d78e8cc02c981,41,女性,2018-08,Organic,25,6,434,358,686,12
e223ae76b2d18d1c000b8ea997141a145277bed5576d6ea53bae1fff55ee7495,58,男性,2018-09,dotgames_int,12,3,31,131,12,0
fa644e707ac65fa79e3e168a49e6c2e52235c7debe9d56f45266d249b549e887,33,女性,2018-09,applovin_int,22,5,1,104,0,1
41252dbe0acd3f5c33cdeb92051ce39943e4df73f008b01ac0f88ff34f730e0d,48,女性,2018-09,Organic,26,6,277,336,34,5
09ebc39c379d0ff55b4ebb5b5c3cb7d76dfb548ce22f4dc73d1d925f0434eafd,46,男性,2018-09,tokucha,27,6,87,305,49,0
0a03d7289d2a1ef8952bfa9b38629eba1d54e840dfd727ff211e10f050514d35,45,男性,2018-09,招待リンク,21,5,24,304,8,0
49f1108607beae3745ef97d23cf24efb0d4e600dcbb140b98350eca19b5203dd,37,女性,2018-09,tokucha,25,6,260,299,76,10
fcf8a9f98a4ebb5128e0ca5e06c73822a1444b7a39c953f407ba214e28b1e139,39,女性,2018-09,Instagram_Stories,9,3,92,314,1,13
ca567ee666a7967b78749c483b3c2a8c7d3e11b8d4509b22facf8811f08ca0f2,61,男性,2018-10,tokucha,28,6,313,282,209,0
576eae4223139790831e72b63b5941938ab4ccfc546d36ec47ed100d5b46c319,60,女性,2018-10,nend_int,28,6,306,312,801,25
ad16c2646d098a29580272aa323b1be7e9b74683f7298f89be18305c1d9ae97c,49,女性,2018-10,tokucha,28,6,427,310,888,2
fa729441b6dea48f6fa93129491f950d42f1cfca076ed51c5d354664a3bf1081,45,女性,2018-10,applovin_int,22,5,193,307,316,13
a71653f49683c9a6ad46fdd69f6ca02c2eebe07da163ccbe1c640c94f650e84c,41,男性,2018-10,applovin_int,26,6,16,299,340,0
b1cedd5374879cfae2c32d03441c415666765b4fca9fae2b3aa62824ce24100a,57,女性,2018-10,smartnews,22,5,5,256,20,0
dd87c8558cf3b5fe044101d8cbe520080304f1c654b3f1b9165c257ac16c37d1,60,女性,2018-10,tokucha,21,5,188,289,6,0
5a0886e7faa0039fd362592f81b75f1468825617c174969913260d1b4194a10b,51,女性,2018-12,googleadwords_int,25,6,216,235,323,9
806353a96e60150edec857a957fa83ea297f40aed850708221e50a67705551c3,31,女性,2019-01,Instagram,18,4,39,203,94,9
cac368165ae99b231fce3676cbaf8a8ecb5c1915b2a5440329606e29625734d3,40,女性,2019-01,APP_website,25,6,198,210,280,2
ac0ff546d886f22c29f225dd9c43b182a2945edfa551f919698d68724c53abdf,19,女性,2019-02,Organic,15,5,61,62,125,1
6b1dd4d255f31df00f5c29ab1c8fbba26c4177bdadb351f735d87fffd1eb8750,29,女性,2019-02,dotgames_int,24,6,173,171,649,8
34413b70ad045a7c3fe1cad95bde12708ed0788e1b91e75dc15047b314214c7a,31,女性,2019-02,FiNC_Premium,22,6,38,162,15,5
725a11125636809a548133c50bf9699298fac8bdc5f751075db7e85a71901167,30,女性,2019-02,Instagram_Stories,22,5,22,156,206,5
e010140fc35c4900fa24639a5368878901c9d07df47c88a27fb63db13626875f,60,女性,2019-02,Instagram,24,6,125,167,9,0
a82c760897e195c86c9a4f83ab25b2f2e79aae5c57b931514a3aaa45fa3b2ded,31,女性,2019-03,FiNC_Premium,19,4,22,152,30,1
87bccec048c9c41713d88ad9d7f0e72e0c6824f4028ff0849fa191d796c874a7,37,女性,2019-03,FiNC_Premium,22,5,121,155,107,4
8618eee68c8086b2c43bde680734dd3260344fae9afaf7a301e5de57633970a6,28,女性,2017-01,Organic,9,3,5,192,56,22
c9c099971e5701ca06e65c2b204a3605a5d70a2cf97970e38bcc589a8172242e,35,女性,2017-03,Instagram_Stories,9,3,42,35,5,2
f3d4be10330b444133ef00b2b77713ec82fd6f1902a366fbec49301a61ae8796,40,女性,2017-08,FacebookAds,21,5,271,259,112,8
7252d2b69b31174e4119386f3d663c4f7f4b4a8de636e75ceab1d9dc25a29284,27,女性,2017-09,Instagram,2,1,6,9,7,1
1cfc40d7ea4c841026f6e7d794c390c9c2cb4c3c7d227cd844d60d4b55379364,52,女性,2017-11,FiNC_Project,11,3,1,1,0,0
69b2e395704ecdbe38271e519ee2dd83bbe0454c1abee2c43d4a69706d71fd00,37,女性,2017-11,FacebookAds,11,3,92,208,1,1
40a5acd80851227c39c55f72be207963bfd0df82f9786cf70fdf3574284a31b3,53,男性,2017-11,APP_website,28,6,672,623,696,3
ebc3cd795951e0f92c3db8ee8fb8abc8b0feb3eb0d10b3eccabd1cea492961dd,57,女性,2018-01,smartc_int,14,4,187,512,179,0
f6b5e3ae7d7f8354d7cfdcabb0ca05ab6d726ac13cf6785abe16f2cb79d25cde,19,女性,2018-04,Organic,20,5,7,404,1,1
0d58d516f3e33af0033e928892b5f59a5b319f0e20c579aa287c0ca9458e598e,47,女性,2018-04,Organic,11,3,114,373,30,5
7fb01cc35fba99705d75b6142283b63b1021a0938549ca868edc3d86b14c4b6b,52,女性,2018-04,smartc_int,25,6,374,2,1,4
bd94027a94e2e1059fdaba1eff8ea1ce751f7d763399c52b4ef38be6acf38bfe,31,女性,2018-05,APP_website,28,6,34,212,22,2
50de05dc68fba13329e1fbef77aa28415ce40dff1960ff17e25c4188425f1993,32,女性,2018-07,applovin_int,20,5,51,383,15,4
fd4287b11a55cb2b123d377dcb45e08631fb00d7cfa2e9328e592650a378a6d4,39,女性,2018-06,招待リンク,28,6,412,428,541,327
e210f629f0e1a6bab1089eecaf0fa574d09c82d2146941b56d27e598d28c1ba3,33,女性,2018-06,maio_int,27,6,285,431,252,1
fa54f301bb5eb4604321ded94ad03c5acc3e3c7e016e6239b1dc554881b8c130,22,女性,2018-06,applovin_int,21,5,130,676,292,12
4deaa06787ed124b95bf27eb9b192e5f7e08f35b6289641e6fa45cf28f2ee2dd,43,女性,2018-07,googleadwords_int,27,6,433,398,687,17
abc07bc102f707a14e24f25dc8207a9bd485c0f568a8998c6e1fff12661d1729,50,女性,2018-07,Organic,24,5,361,421,4,10
2079fdb7cfe3618a7b16236f644a4432e439a14f0c1b27e558d4afc28db49b82,27,女性,2018-07,Organic,9,3,3,378,0,1
322dec9e14bc9ae44bfba5e589f01502d18fa743aceefb4cb53b0f3b815bc9f6,56,女性,2018-07,adcolony_int,17,4,7,382,0,0
a5f34d25861aa607a5b594f823f9bfd36e665f822cb67ad7be76723fe217320e,27,女性,2018-08,Instagram_Stories,16,4,69,246,397,3
569c5b1fc46ee3aa7afad76655728207af77a02cbbe9acdd2e39bfe5309dd48a,49,女性,2018-08,googleadwords_int,20,4,111,363,1,6
209f75b69704d5b7a44679b212efeeec5f7047800d74304a92858356852885ed,25,女性,2018-09,applovin_int,27,6,60,340,116,34
54b36dfb1edcc9cbbe516877563a176ca3058ed513fce45f638ba5bf7477320e,56,男性,2018-09,tokucha,28,6,570,336,1032,0
8b21d15d1777b0cb09577e6f1b42c7f91020a777d5d3ab3d09dc51cc882a8efb,38,女性,2018-09,APP_website,18,4,129,195,70,6
8738890d6dadfb67a7b977bc4df44600746dfa8b8eae14a0a0cac67fdf625842,27,女性,2018-09,Instagram,8,2,34,121,18,5
5fbf825898df6ec37e969c7f9581ee506e4eab576eb769d276b258f3c8ca5fb1,45,女性,2018-09,tokucha,16,4,107,211,223,11
fb96e24efb5c7f84bbc1e4173cccb7b75421e65eaf5a1af2fc1bd171594776c3,39,男性,2018-09,Organic,27,6,329,335,292,0
26278d9b33a327672da1b0726b45056760b540e91d95e2bcc50787c55011d23a,29,女性,2018-09,Organic,25,6,267,316,43,11
c5f4b4323d067b047736d0e3c16a1b271a167db31343f4e6a28a9b3dfd79b27f,49,女性,2018-09,tokucha,17,4,206,219,46,11
c3fbb6784e458ecf767d9aa08da65c7c120820c3ee4f79b24c10f6ba5bba22df,53,男性,2018-09,applovin_int,17,4,77,227,0,0
821fa453e118631046279b31dd7d787076b7f566fe01baa233cc9e322e4eb046,49,女性,2018-09,Organic,21,5,109,325,234,13
6e8e27197e3a2713a53bb6c74acb70aa2dbecc216bb47916ed1c2d8346eb6c0c,41,男性,2018-09,applovin_int,27,6,427,575,1052,0
a15daaca2c3d80d86af85659d31d3bece180ac3c414149bff96017cf9c7b4e44,39,女性,2018-09,tokucha,23,5,210,284,286,14
10f1db38fb2714ff17ed7b653eebba52cae0538d84dfa38d20056da13a7fe370,44,男性,2018-09,applovin_int,26,6,436,449,831,0
742633d0795c821c48a4b099a9fc8ebbd3978dd5603b40eee87cc42f752bdc53,65,女性,2018-10,tokucha,26,6,311,310,998,0
02d850d07ddb3c347bf59ff0b008b0f232ef6247f64bde2f4151e4d3f1758f39,44,女性,2018-10,tokucha,26,6,176,298,91,4
76d600b59d0c15e2d93b69fb2d551a9b187359e7033ffa992e95781f2b70c28e,38,女性,2018-10,Organic,19,4,135,279,237,10
ad283eea13cff2f390aff1f912e8fa1df2337c292128d5bcce5e0fe1e1783157,48,女性,2018-10,Organic,12,3,40,232,1,1
c9285056fa49c121fb180071104e9b38db87fb8d13e2f1a433d959276db2933e,47,女性,2018-10,careward_int,27,6,184,301,1,2
8a3ef066115179cd3d196b0473c7d02159c21a54b1c6a6f649a922b9625080ec,31,男性,2018-10,applovin_int,16,4,172,296,174,0
52275597564aa8d9c90cd64431136f07ecc6b98e57b86e88a94085eda6c4bc39,57,女性,2018-10,Organic,22,5,68,270,59,1
a79c3b7ca5e1a6e06a257358c94c9afc86c72c68fadeb5f2e8554652a74751aa,55,男性,2018-10,tokucha,19,5,64,290,57,0
fcef36e948d8907ce89e8c51de2fc6ee422e6805595e956be1ee50e2367beef0,42,男性,2018-11,smartc_int,15,4,16,274,30,0
7231675f3c15c7e37919cde6e019ae8085994a5f00c4b0a53452e3e273a8c6dd,27,女性,2018-11,APP_website,23,5,6,274,69,4
d04b48e6e20e494731cba1c607ca0bfead9bb86305091b1a11612fb12f6f4916,28,女性,2018-12,Organic,27,6,251,250,362,6
2e0f042ba7ac0d5736278dc278fbbd39990648dc085c89badd0b9144a6000500,57,女性,2019-01,dotgames_int,24,5,34,215,134,5
a1f9b84285c695a2d1138a08ad5813ea289385fd28e5afd75b7e645ab4dce0a3,43,女性,2019-01,招待リンク,25,6,168,207,249,9
bcfcba393202649780b9d12c3223deffcc976c92f20b52704443e98180f9d6c0,51,女性,2019-01,Instagram_Stories,26,6,206,209,242,1
7bc06ce0e560457221b6ffc21e1ae195f19e1c5efedc5456ef545b9458f45fc0,49,女性,2017-04,Instagram,10,3,3,176,1,10
50361caee1c4cec9a55b0cbe8ef9fbbd87a7b6b05392a80285527cd449f5e716,51,女性,2017-07,Organic,15,4,0,0,0,1
bbcea5a913a4064de982ca42097cf5389faafa3d6bc39354fbe86417a884560b,34,女性,2017-08,Instagram,25,6,175,874,59,28
852ea84e01b4415b40f3d682a3af466b5ffa550f74732fd5d159bd95c931d8df,25,女性,2017-08,Organic,13,3,46,348,73,9
c756111cda7355fb39af2d642520ff17167957873c3bc8d0f5a9599fd76cfefc,47,女性,2017-09,Organic,28,6,687,688,569,23
c1b0f41e73e399cec53e7adbdf114784e6491054a8b0bb36392d147e8037656c,38,女性,2017-09,Organic,10,3,142,332,150,1
8d697b14d5cc950b0128fd6353bb8a245a270d4f80a0e0fcc27dac8b0dd5c897,37,女性,2017-10,招待リンク,26,6,34,263,49,1
70dabeb39a3861fef639d8ee74aec9a7f757d1506d9664570f85625d224eaa3c,22,女性,2018-03,Organic,9,2,46,0,8,7
15acffc2a6dd381729d980b44a951d5945f2b137d5befe9c132ab422c6443189,39,女性,2018-03,Organic,28,6,95,526,322,18
474b71c7b683014bf992bf75a9311e8cb8a6a9daab8b74cc51c776905f62a39a,21,女性,2018-03,applovin_int,20,5,147,389,340,4
eb0194b5e490bf152febddd2a21d0764bab25cff19981a5636ada46759d2b9d4,29,女性,2018-03,dotgames_int,25,6,315,507,198,16
905fbfa4ba83a1ee89800b6ad6dc5f24b065e8975feca9429aefcbfec51f3fa7,63,女性,2018-03,dotgames_int,24,6,401,500,727,0
0cabbccbe0cceb81b90d943c8be2675422866c20b6abc7249fc1a67f2b9ad51a,17,女性,2018-04,Organic,8,2,76,484,0,22
6b077d3d99c4a30f97af830c6543aa9a831164662685391f326583e55ff79325,39,女性,2018-04,applovin_int,25,6,110,454,0,15
a400ecadba9c37ddc0418dff43f0cbacadab3cf4fcdc183c06e49e39fd743f0d,41,女性,2018-04,Organic,26,6,119,471,359,23
a5e1d6fd500f9efad5407eedac20d8941a9b459bc614f2737edef1c5a0dd445c,58,男性,2018-05,Organic,28,6,466,443,718,0
d9b5745b6c93c2a5cf288b59409357626f88d42de48113d58049e24d78b4c813,32,女性,2018-05,kurashiru,16,4,122,316,50,2
bbf29b45b68c6724e3f0c196a3dc38459f64825a441f2af7fbb866a0aa7b6358,45,女性,2018-06,Instagram_Stories,13,3,96,137,0,3
dd7179f665b612d9b7ae4cf60d8e18b8cd8117945d1cc37dfbbb8e03170ced0e,47,女性,2018-06,smartnews,28,6,335,423,1335,17
4139599adf8fd6cae231dc8d327a72024bbc44e933feb1253757a7d43cca1b92,32,女性,2018-07,Organic,18,4,138,376,10,11
29956a7fdf5ddbe3a66c9cac7fd24d2b0c1f5c52b5fbbc0da42ab2b2b7dba0e0,31,女性,2018-08,Instagram,24,6,190,318,103,10
701451fd9b757c4d964874bd04c63c9eb69ea9b4a3bffdc57e6d28bf4bd1d1c8,49,女性,2018-08,Organic,19,5,176,313,67,8
73e6d9b9c01ac56b99ba342d567f7c6f8b743b0d16e585c316653d1ddf0ed5ea,23,女性,2018-09,Organic,20,5,46,297,97,1
d99db9452ae400879c004190a5a5c921fb216be60172376e99a8ce8b04ade39d,25,女性,2018-09,Apple Search Ads,11,3,51,311,4,10
cf6599d12028267a97e54a23016b635a7514742b9054239b3881f34a18eedfe3,36,女性,2018-09,Organic,25,6,144,314,129,5
8935ac50c8f11bcf1ede651c3ae52eb8d9f39ff35c57277a4d56edaedc1fabf3,45,男性,2018-09,tokucha,20,5,182,301,7,0
5135427910d684c072443fd64ea5ef22ec12ec354a122bf4300b811166c5bc41,40,女性,2018-09,applovin_int,14,3,140,333,5,11
bd728df7f84f7e9f6eea5b455fd9d91bfab02fa9ea4aad9f95e8e5649671796c,48,男性,2018-09,tokucha,8,3,30,28,73,0
38656d0e472eefb06683c5dbe9ea3d56b90c110abf8abb18c1099c266c878125,51,女性,2018-09,applovin_int,26,6,61,312,420,0
e0416ccf6be1c575158e61339d29afa6d4a1f588ac2412ecfa6783709aeb9679,30,女性,2018-09,Organic,4,2,28,124,23,1
001a34bebfaeab2ac32d4604ddc6d716b66dfa3b5472a97077b19f1b29aa52bd,52,女性,2018-09,TRY_WEB,24,6,281,343,711,0
94c8fb503dd39ff90c43e7419352d6e2827cc5aee4c785f2139417776b41a0f7,46,女性,2018-09,Organic,15,4,79,290,92,14
203f2498cc4ccb16bebda10dcd2e7395bfa9b59d3a67eba68834ad870bd0717f,44,女性,2018-09,tokucha,23,6,279,308,197,16
2adea761059d80064af673523168508c841cb7912c91a326b64ce8de2015a902,31,女性,2018-09,TRY_WEB,26,6,306,325,366,1
2ce5504e0642aaaf3d7440ab6c0cae2b5fad6be7f256f9e58bf7477b45d3f984,42,男性,2018-10,tokucha,28,6,288,68,870,0
6963d42fdc1cdec8c2129ae2aa06931958a85b7b18991b7c2b90f382fa9d54a7,23,女性,2018-10,applovin_int,26,6,70,309,43,10
6025f8e60b8b387671fe541643739585ebe228687320b6a86b7bb1edbaed5a4f,50,女性,2018-10,Instagram,28,6,300,308,728,1
5f5494acebd65e924a23d55edb6aa9c40b3502d07a148f45b87fd0e1122b5985,56,女性,2018-10,tokucha,8,2,48,274,0,0
45500cb019c6119a6af35360d345d28aa7fc2a33b4cd333f634487ef784c4af4,49,男性,2018-10,tokucha,26,6,492,298,826,0
683117e3419db81b10500e46a97a5107b8c28d0814052c7476fa4da21ba3a9e4,44,女性,2018-10,Organic,24,6,176,290,166,12
8dbc554bed7157b862f5eb4490bd72ea98efb98270dc68174a34b03923822df6,42,男性,2018-11,tokucha,28,6,561,283,990,0
bf414bf4548cb6855116cc2bea1a680183d0be432fe8fb0d4081211f37f4f745,40,女性,2018-11,Organic,28,6,263,281,122,12
1273dca829d707c0b3b6e670bcc6b2315ec9c3e7b8d38ec62d34ce3027cde0c8,53,女性,2018-11,mtburn_int,26,6,227,260,275,0
77153bef61a530df112765831df838c4f852d7904e8de6850942135f626d553c,50,女性,2018-11,Organic,24,6,23,215,4,3
fce0730072d81a21d9953c06bfee0263c9b03d6dcffcefaeb4cb1a2fc13f17c4,33,女性,2018-12,smartc_int,28,6,43,258,490,11
c9d9fde62049a1e0ccd4644b80728f55f499a39d432eef1904b5c6c03dd9b236,25,女性,2019-06,gohobi2018autumn,8,3,1,69,2,2
e9ed226748eb835f0cb02903e6b82ac54cac5e7c2ad61892f1f9229de8f86c33,38,女性,2019-01,FacebookAds,28,6,229,223,386,10
b88516192c7d18de8c347bdf21f09bfd60ba51e46b65ccafd9db7ab20dac32a9,40,女性,2019-01,Organic,20,5,32,178,11,4
e2ee36688bdcb896bc688d348cb3a1ac7063aee0bd5afc72b1e9b894f0e7ff81,32,女性,2019-02,Organic,23,5,63,193,3,1
52673b0b58acf344f7de326941f094c1c81b0317ced33c369e20e6b5766d5efe,36,女性,2019-02,tapjoy_int,27,6,9,191,44,10
3f0f19fbccca236d9711fa78334ff1ba46360b4d2a331c09cee7c1b0ca1cba31,43,女性,2017-03,招待リンク,19,4,377,100,405,4
98e9fc8cb604ed7f92ece19c41bccf54a0f7436e7248f1559c00edb7e50eb523,42,女性,2017-06,FacebookAds,29,6,78,606,35,24
86c357e679f250514b57aeeb4baf3286a20371798a3332b49ddb359ddabaece4,56,女性,2017-06,Organic,25,6,0,217,0,0
9e682b64080ca44b0ceead4b6336f7f9a196d0604f02b667e75f23c08a9aca47,25,女性,2017-07,Instagram,19,5,368,314,214,17
cd7a4d9a9858e5ac00b4b24db246d7acd9a100719899854f611e7fa07550dd06,36,女性,2017-08,Twitter,15,4,32,548,77,23
b6cb2b7c4c947ff3a20eb85d788608fec789e98bb5f8cc82cb6db728efe87ec8,52,男性,2017-09,Apple Search Ads,28,6,24,263,0,0
0e26cd54deec60207dfa2769e4d9d885efca25fe17e254d71de01609694c2866,24,女性,2017-10,smartc_int,21,6,15,375,168,11
35fb47a7b31c9a5d207fd1ffe42752365974e702c058ec35428424d0681f9fe4,39,女性,2017-11,mtburn_int,29,6,613,628,176,22
5bd3b0937841f5c5e79b954b087581e4323094a84d39d0d561809d512dd5162f,46,女性,2018-01,Organic,27,6,523,229,3,0
0761db0fbf3023aafc2abe7cc638cc7a51b043c358dfb8eb782226412f43b64a,42,女性,2018-04,Organic,27,6,676,477,975,18
a30f052306da9fe8cb0509757532db48dfa3f23d2493bd24ff9b603a253858c6,31,女性,2018-04,applovin_int,12,5,71,257,2,5
d60de230760af38d30035a812c33a0d97a4065705ebfb4c55a0113c9a364a3b5,60,男性,2018-04,FiNC_Project,28,6,2,0,0,0
7c6884c9a6d90495a1eee958020aa4d1884049a0ee2ec785b72421e7987b7992,55,男性,,FiNC_Project,9,4,0,44,163,0
122de57fa2e57d51fcbb254b16a84a2b56d362e911e0c0f6edf513fa9a2d4f0c,46,女性,2018-04,Organic,27,6,838,470,1450,6
f4be9b0e1967d5ae1826160a0ff4ba26240266239f87cababc725f9716dcca23,52,女性,2018-05,applovin_int,29,6,466,348,53,3
6d9b121f835a5f6a8daa3c28f640fcfc11201280ce0a31749bc6eea45a58e28e,31,女性,2018-05,Organic,8,2,54,433,35,0
b29d35b9a0f2d3158991c3f7f27d5e74d9170f74fecc00406a0da2158bb0e6b2,31,女性,2018-05,applovin_int,7,3,22,441,33,4
26f92855cffc4228ff37f81c4c42ebf382cbbe5af0aa8cfa97cd8f37965b55ff,34,女性,2018-06,招待リンク,25,6,308,422,406,9
00d24bb95ab924986307df6af68e13eb2d9f4066892622208d3ce7620bdd1912,33,女性,2018-06,Organic,22,5,10,409,4,8
83c2d633f29f68f7d6b686ce44339ab477fdf3941df397c346170061af4e67ba,37,女性,2018-06,mobvista_int,13,3,6,227,0,17
905174f109b958326f4402a32769e546d903e2504ff0d4e78ce5bd9f1032a2e6,56,男性,2019-07,Organic,9,4,27,34,1,0
51c57a5c1f16c0ce0076aa99f610e890cf2d7bde6f4e4f97c4271ccfa6dc83d7,43,女性,2018-08,nend_int,24,6,277,207,70,18
243953ec72fae4109d2ee66dff2fe39ed49e48fbabdabdd447ee39751487a3ee,36,女性,2018-09,Instagram,13,4,43,326,15,2
5488195a97b1f4053ca08740f6b9fd2450f2c1f3dfdf4280a17c01945e1e9f2f,52,女性,2018-09,tokucha,28,6,553,331,5,3
b0ec6f0cb91ed59ed4d05236095a6cc7576e7d155ee75edaa75f472bdfd34882,38,女性,2018-09,mtburn_int,26,6,301,334,41,13
947473aba51c286d10c4f008f8a66966bff1bbb97f0833fc0dea57226fb85f56,45,男性,2018-09,Organic,25,6,245,318,633,0
e3fb8c0060ad6d4ab7ab1fe756cdf002bb2e713317bcfcdda0f53a7a8e507a53,55,女性,2018-09,Organic,27,6,365,334,954,3
23c51f46dab9fa764697239111fa542970289a9305218345a1aa03d81cc71bd4,45,女性,2018-09,Organic,21,5,294,319,436,1
a03faef8bd17a85464a82a377fa77476b5d8b4a4400911613889a8939f136133,49,男性,2018-09,tokucha,24,6,40,314,29,0
8068b8358367fa823d11bc6abad5e2152e7bb4e41638551b0a5a3c11692d07c5,51,女性,2018-09,tokucha,13,3,83,248,127,7
3033a4af5d577519aea5efa36604e3104728b3af769edf4e318eec91c24e2589,21,女性,2018-09,nend_int,10,3,27,63,52,2
09ca1b3ae1c30ed70ab873f1de5fa62ca0c2250527606b031ff15f1c8e0f6995,46,女性,2018-09,applovin_int,17,4,32,307,111,1
d1bcac020cb3afa1650480bee87fc388287766ed27b76cd0276b13888ded5a7f,60,女性,2018-09,tokucha,27,6,439,320,1182,0
2d3d90ae8fddbf709d53132bd96ed429da4a010f53f5c76903cc3cd4cecbc00b,49,女性,2018-09,tokucha,18,4,72,193,107,2
7bc91d76d1807e9b327d1f872ff817498946fcb4c65cb07e00ef05411e8a5b24,42,男性,2018-09,tokucha,24,6,189,315,0,0
ec4cab0f5a80014cf4413b8e1a452abdd6c53e47c6ff9360f19382a70b04d715,45,男性,2018-10,tokucha,17,4,126,130,48,0
79b2b7acd76634651b449c125dab294ec9db65c4ef84fa4b581285562715b533,31,女性,2018-10,Organic,28,6,312,310,618,10
0a3a35e9ca0f7fb1f8d4a67c97264a9fded69680f46be33bbd171f69a03318ef,51,男性,2018-10,tokucha,9,3,63,83,6,0
5e70a5ff28da961c705e7434025471ddae86cc5f988822e4b824cbc7cc400614,35,女性,2018-10,Organic,22,5,7,282,189,5
f2375edfb538e9231e903e888a4454a6afacb393576e3d6e7f64edc0d3b5df9b,57,男性,2018-10,smartc_int,24,6,44,281,144,0
e61d3314b9a371fb8a1d19a849876585b5c8223221c34b9ae62027fc7837bbf7,62,女性,2018-11,tokucha,27,6,241,277,246,0
fdea25a7d88168c055f087c112197688c724113c045386aa115789139cb3dae9,34,女性,2018-11,applovin_int,17,4,42,225,48,1
8eb86a107d202415d8b298e7fb7170d3d10405ef74e0d0b4927a7f647a25a2b5,51,女性,2018-12,googleadwords_int,24,5,139,254,237,9
4e989dbb956a29d3a00974ef303e26cc6c59f46a8faf28c7d10972599be17058,23,女性,2018-12,mobvista_int,5,2,24,242,69,2
1b12627d63bc8120c3ff0fa6ad301bb8c38dbe98e648339f24faefd67d7a5a97,19,女性,2018-12,Organic,21,5,3,198,2,9
89271f161240838dcb2a865f83508981d2c1870128541cbd58d4db248a6b4a66,52,女性,2018-12,nend_int,21,5,161,225,166,1
5caa9ad987f1a8d7195aa3c525645b0ca0c58f3e145df0d14a120b8af20dfba2,39,女性,2019-01,mtburn_int,26,6,204,410,146,9
cdab1228b85712b29087922244451bea14f5c41d034e74db77975e758a35bb15,35,女性,2019-01,Organic,26,6,41,150,46,6
bc3e0e44eee14c7f99df66d3be7ab93575c1b6ef6f03a0166a7ed9c5773b40df,42,女性,2019-02,Apple Search Ads,19,4,127,194,156,6
ceceace7af8c90dda05c8f8d654223c338dcc61905eb4c667552c58d3cd1378c,29,女性,2017-01,mobvista_int,14,4,132,362,29,13
c4de4f891561ce4b3fd822336dafa273470e62c292762a72c84eef1fa1537798,35,女性,2017-03,Instagram,21,5,148,406,18,9
e99f9a1cea079cda2fd6b791c8ee35a716b2a9105080fe578ea958eab900adf6,29,,2017-05,Organic,3,1,20,9,1,0
f41e676afaf8aabd008432874900bd1b5cbeba8c39355bb18053d7611d27d0e9,52,女性,2017-06,招待リンク,11,3,114,277,0,0
6b5a2da1f1abb9174adc5328fd70cca245931ee078676f488a1984590397e7e7,34,女性,2017-08,FiNCWALK_LP,28,6,564,615,1406,22
3cd64607ffc54a53cc3a7c7cda6fcbe4fc5715c024b6670254166656f239d280,18,女性,2017-12,smartc_int,24,5,5,400,2,2
7e95f48bbb2efcf2bd5001f14f10f7a4a7cb0209b687b257126102836786cd76,61,女性,2017-12,Organic,27,6,102,136,0,0
caf9b324e26a63976a6168d4dec49cb2f8e4b11f4a2780a953dd3c2011cc9072,31,女性,2018-01,fukurou_int,7,3,69,60,55,1
1fda38954ee62e887d57e05824642a80ac5aa481f1d1744a47f4df2944f99922,65,女性,2018-02,careward_int,19,4,7,380,0,0
ee4f710df6bcec81ae53e2057622a10e537cb85d76bde5f774d7e833cb354aa3,33,女性,2018-03,Organic,6,2,29,1,0,1
54ac3063da73e189e37230a1ecc05610351177397a64dd33c1ccd366de6dfaec,57,女性,2018-03,mtburn_int,22,5,10,392,3,0
80df70e4e4d64800e46d291d9753cc6ceb6b936c730d6344d8b283d659a4a4a6,60,女性,2018-03,Organic,20,5,74,511,309,0
f6c57e0a04bf62ca7a43a9de6f7d3fe23f9cb5c9fc484c728e6a8da3e847e67f,28,女性,2018-03,Organic,13,3,105,422,16,14
